k,z,c,l
3.186063869768422929e+00,1.139929615000684571e+00,1.157546715003737292e+00,8.965562001302158635e-01
3.261431056790606409e+00,1.128048555416049759e+00,1.163180943943209922e+00,8.935271962750389596e-01
3.316265634760909631e+00,1.117227379358892714e+00,1.165795780060104425e+00,8.910083983238183958e-01
3.354105606803055917e+00,1.107363602079767695e+00,1.166041182005645771e+00,8.889185863660429288e-01
3.378013775532152874e+00,1.098365858887795810e+00,1.164446395966016956e+00,8.871895392381607959e-01
3.390612101923644151e+00,1.090152519948566878e+00,1.161442631655956959e+00,8.857636266767804356e-01
3.394124263627268157e+00,1.082650502940363246e+00,1.157381099801015223e+00,8.845919076126026459e-01
3.390420498298365004e+00,1.075794251795563428e+00,1.152547509249492785e+00,8.836326086416130821e-01
3.381061346575490845e+00,1.069524855361488225e+00,1.147173821261986415e+00,8.828498883024289423e-01
3.367338445706914651e+00,1.063789284352625764e+00,1.141447852123505635e+00,8.822128166533113047e-01
3.350311457932172221e+00,1.058539728652504452e+00,1.135521170460281004e+00,8.816945170763313966e-01
3.330840778111277878e+00,1.053733020029437251e+00,1.129515632181776974e+00,8.812714297242175698e-01
3.309615992374770332e+00,1.049330127790419231e+00,1.123528820816098284e+00,8.809226648137260529e-01
2.957142857142857295e+00,1.175510204081632537e+00,1.138763545766764640e+00,9.055805903097728926e-01
3.093094923091617598e+00,1.160401525647125398e+00,1.153859343411403282e+00,9.010166723344178452e-01
3.198511233213785943e+00,1.146673108961746346e+00,1.163875272208680922e+00,8.972109647268546873e-01
3.278085207308833571e+00,1.134186458079518900e+00,1.169857646402947093e+00,8.940406137712003654e-01
3.336035589972742965e+00,1.122818865495267326e+00,1.172653270946067083e+00,8.914038011059136624e-01
3.376076633395201920e+00,1.112461333608277592e+00,1.172949649826582563e+00,8.892155820772492669e-01
3.401429435566152293e+00,1.103016809433296830e+00,1.171305995716853676e+00,8.874046403786461923e-01
3.414854801841460841e+00,1.094398679735829383e+00,1.168177514024771879e+00,8.859107510563328791e-01
3.418696091687376093e+00,1.086529483521745387e+00,1.163934665286559200e+00,8.846827794017869673e-01
3.414925293927241423e+00,1.079339806621369524e+00,1.158878609665804582e+00,8.836770825533765139e-01
3.405188445851214940e+00,1.072767329389260338e+00,1.153253703648248196e+00,8.828562136068170974e-01
3.390848253004320245e+00,1.066756003612966408e+00,1.147257691064509810e+00,8.821878532771371129e-01
3.373022823732292341e+00,1.061255338836141204e+00,1.141050071433040936e+00,8.816439127084541028e-01
3.352620068644601492e+00,1.056219781647953049e+00,1.134759015355473188e+00,8.811997643598081797e-01
3.330367688466802978e+00,1.051608174224329062e+00,1.128487114737658281e+00,8.808335672920647452e-01
2.957142857142857295e+00,1.183673469387755084e+00,1.143688743323522550e+00,9.065978820671014571e-01
3.100063490426483881e+00,1.167813147836296972e+00,1.159625865364009911e+00,9.018333126752966500e-01
3.210978590743438499e+00,1.153409413635329006e+00,1.170206175895062151e+00,8.978599723451364811e-01
3.294769878413405628e+00,1.140314934629736099e+00,1.176536838660175777e+00,8.945495483758442168e-01
3.355843859960943920e+00,1.128399349973408627e+00,1.179512531573857714e+00,8.917957519760214558e-01
3.398090555076089370e+00,1.117547010473184166e+00,1.179858696800869966e+00,8.895099552191060299e-01
3.424889514184974892e+00,1.107655063167322318e+00,1.178164769346382146e+00,8.876177817687455063e-01
3.439140838370273290e+00,1.098631821516638629e+00,1.174910114598804123e+00,8.860564419551008042e-01
3.443308122895063050e+00,1.090395373509686294e+00,1.170484545614082439e+00,8.847726329865033268e-01
3.439465661259080154e+00,1.082872388711369815e+00,1.165204735065546116e+00,8.837208642295452110e-01
3.429345488837056699e+00,1.075997092288657697e+00,1.159327467917611321e+00,8.828621016394012644e-01
3.414381806952263787e+00,1.069710379691627411e+00,1.153060430113397983e+00,8.821626519649626852e-01
3.395751518532034385e+00,1.063959050235269155e+00,1.146571054281450897e+00,8.815932270007336147e-01
3.374410323469479334e+00,1.058695141537342899e+00,1.139993819928747598e+00,8.811281423249337497e-01
3.351124244291816989e+00,1.053875349792394056e+00,1.133436316515821662e+00,8.807446149676060321e-01
2.957142857142857295e+00,1.191836734693877631e+00,1.148610735495809276e+00,9.076060560937413424e-01
3.107040420751773002e+00,1.175220681948751178e+00,1.165393142541758520e+00,9.026427430187460299e-01
3.223465810610110172e+00,1.160138586189036314e+00,1.176539425137060890e+00,8.985033169311777979e-01
3.311484930408515659e+00,1.146434064402059860e+00,1.183218513120112281e+00,8.950540749631809012e-01
3.375690301478885935e+00,1.133968930091445726e+00,1.186373555325063833e+00,8.921843093536494518e-01
3.420147226949515673e+00,1.122620744023384853e+00,1.186768322773158024e+00,8.898017505609554512e-01
3.448393868369975301e+00,1.112280741959743802e+00,1.185022726718173214e+00,8.878289971503811051e-01
3.463470075878425369e+00,1.102852074571443186e+00,1.181640455256736111e+00,8.862007243774803200e-01
3.467960235652683743e+00,1.094248306907792401e+00,1.177030775488607794e+00,8.848614865486708059e-01
3.464041499514628697e+00,1.086392134510594243e+00,1.171525932932561354e+00,8.837639665818877166e-01
3.453532401702710697e+00,1.079214281040652645e+00,1.165395173691304187e+00,8.828675612681857743e-01
3.437939065642823255e+00,1.072652548540620643e+00,1.158856140000093182e+00,8.821372184868937483e-01
3.418497535917900620e+00,1.066650996510607685e+00,1.152084199585450053e+00,8.815424633362651807e-01
3.396211573782763171e+00,1.061159230069465442e+00,1.145220134960517999e+00,8.810565651326731640e-01
3.371885729385047270e+00,1.056131780808751808e+00,1.138376522291963067e+00,8.806558078411198531e-01
2.957142857142857295e+00,1.199999999999999956e+00,1.153529563015765813e+00,9.086052437763555423e-01
3.114025612905125584e+00,1.182624158217246535e+00,1.171161189756286580e+00,9.034450755216393292e-01
3.235972763366708804e+00,1.166860682947635786e+00,1.182875018780242815e+00,8.991410903088942197e-01
3.328230225754774896e+00,1.152543925525691515e+00,1.189902662110335685e+00,8.955542666625168069e-01
3.395574773160766835e+00,1.139527701627095713e+00,1.193236335544267002e+00,8.925695302693881228e-01
3.442246505742200036e+00,1.127682643824486242e+00,1.193678527499381303e+00,8.900910117941914779e-01
3.471942356503872062e+00,1.116893965685043399e+00,1.191879877486392791e+00,8.880383194460893526e-01
3.487842379922029945e+00,1.107059566021430852e+00,1.188368557500864675e+00,8.863436227162651004e-01
3.492652309310625647e+00,1.098088415440971133e+00,1.183573389045015967e+00,8.849493578215872347e-01
3.488652708572429706e+00,1.089899178105882882e+00,1.177842249975649569e+00,8.838064021992472208e-01
3.477749110919271747e+00,1.082419030223700451e+00,1.171456879611423085e+00,8.828726011340062296e-01
3.461519987048773395e+00,1.075582643695477181e+00,1.164644890280776446e+00,8.821115584585317304e-01
3.441260868880272827e+00,1.069331308918176626e+00,1.157589586572052687e+00,8.814916249989974695e-01
3.418023849665678515e+00,1.063612175244680103e+00,1.150438047996783064e+00,8.809850342397936851e-01
3.392652211619900715e+00,1.058377591266708162e+00,1.143307826555763018e+00,8.805671458912737171e-01
3.059183673469387799e+00,8.000000000000000444e-01,9.238147725044124625e-01,8.434835575547383613e-01
2.869558197454804116e+00,8.144094193859827691e-01,9.028559309144453815e-01,8.509049568145051756e-01
2.721534711340165558e+00,8.278952006817750231e-01,8.870793880980039070e-01,8.572013617889898685e-01
2.607328565841014800e+00,8.404992607366231772e-01,8.756909754432193882e-01,8.625058936242733232e-01
2.520614918844604979e+00,8.522644020670798737e-01,8.679865014112595478e-01,8.669466958838597526e-01
2.456251519779160564e+00,8.632337287710256657e-01,8.633464871993250522e-01,8.706433636093225958e-01
2.410051026337928448e+00,8.734501604299528266e-01,8.612301301027881495e-01,8.737048478956422892e-01
2.378596435263765851e+00,8.829560336016366584e-01,8.611687160140405473e-01,8.762285595019418949e-01
2.359092962888109657e+00,8.917927807614020042e-01,8.627587465185160287e-01,8.783003581683747063e-01
2.349250014425257937e+00,9.000006770348893959e-01,8.656550338922154308e-01,8.799951385485361710e-01
2.347187534947243748e+00,9.076186457000231522e-01,8.695639738376743644e-01,8.813777773585003139e-01
2.351361856863757538e+00,9.146841141593272662e-01,8.742371504361009515e-01,8.825042671788246862e-01
2.360507011624643603e+00,9.212329128488546681e-01,8.794653730984242079e-01,8.834229178133454763e-01
2.373588270953093105e+00,9.272992103218505866e-01,8.850731979070802780e-01,8.841755510439631705e-01
2.389765381365173802e+00,9.329154784987075955e-01,8.909139481261246774e-01,8.847986482934249164e-01
3.059183673469387799e+00,8.081632653061224802e-01,9.290042843910636394e-01,8.451396486557641863e-01
2.876050804583002662e+00,8.220517863684414506e-01,9.086578589814963136e-01,8.522475674233915832e-01
2.732995188695870326e+00,8.350399302422908399e-01,8.933406273212703974e-01,8.582750870171176327e-01
2.622539272955991763e+00,8.471701865736274151e-01,8.822769805524504072e-01,8.633517676112325567e-01
2.538603590451027792e+00,8.584855917933597036e-01,8.747806379044111846e-01,8.676015264116410108e-01
2.476241102694290319e+00,8.690292010395743727e-01,8.702490382845422534e-01,8.711394790180149172e-01
2.431419535628087658e+00,8.788436522466064327e-01,8.681570500312099092e-01,8.740701512703724640e-01
2.400845187974411044e+00,8.879708121125667875e-01,8.680502268094477669e-01,8.764867861348194511e-01
2.381821611646734116e+00,8.964514940514805019e-01,8.695378665450782529e-01,8.784714482300375327e-01
2.372136970196740080e+00,9.043252388132351216e-01,8.722861104284224121e-01,8.800956582531834771e-01
2.369974582082942760e+00,9.116301491454346095e-01,8.760112733754623626e-01,8.814213426003888463e-01
2.373841983818498758e+00,9.184027706229341836e-01,8.804735431995728279e-01,8.825019407135501481e-01
2.382514682785205729e+00,9.246780115433481662e-01,8.854711339299718986e-01,8.833835637487361669e-01
2.394991537173512430e+00,9.304890955509481643e-01,8.908349346777465483e-01,8.841061390428689437e-01
2.410459365911387319e+00,9.358675413865557013e-01,8.964236610021788509e-01,8.847045052807523957e-01
3.059183673469387799e+00,8.163265306122449161e-01,9.341871038492622903e-01,8.467757533117765689e-01
2.882560025684207883e+00,8.296879800862191345e-01,9.144587597303880377e-01,8.535732510552096475e-01
2.744485983738335300e+00,8.421735830389133204e-01,8.996036115342129769e-01,8.593348703841748870e-01
2.637790883674032472e+00,8.538262160993975725e-01,8.888654611072588363e-01,8.641864331506977637e-01
2.556640458066665289e+00,8.646889847260940121e-01,8.815766047981307141e-01,8.682475378165500635e-01
2.496282871236712886e+00,8.748047498258305632e-01,8.771519056273615611e-01,8.716287911312174952e-01
2.452841100094544480e+00,8.842157405408517246e-01,8.750822772220140378e-01,8.744303056905586846e-01
2.423145087460141234e+00,8.929632431173073481e-01,8.749278100717968742e-01,8.767411922938491697e-01
2.404597167253382572e+00,9.010873562784448287e-01,8.763107861895047535e-01,8.786397666990868327e-01
2.395064755995953476e+00,9.086268041760739989e-01,8.789088020304341997e-01,8.801942240650764138e-01
2.392795041956218505e+00,9.156187987255748340e-01,8.824481725716732949e-01,8.814635861379616077e-01
2.396347230830973007e+00,9.220989438976070485e-01,8.866977369995744374e-01,8.824987797693535363e-01
2.404538719446238204e+00,9.281011753102896833e-01,8.914631376914384786e-01,8.833437521553495486e-01
2.416402304901515752e+00,9.336577292149988994e-01,8.965816035102002202e-01,8.840365652361255044e-01
2.431152168440543715e+00,9.387991356806859589e-01,9.019172370816211926e-01,8.846104390881543988e-01
3.059183673469387799e+00,8.244897959183673519e-01,9.393633535537085910e-01,8.483922679655071519e-01
2.889085582475761083e+00,8.373180671861447655e-01,9.202587043431142977e-01,8.548823709485205979e-01
2.756006738978571846e+00,8.492962867593791820e-01,9.058683735097253775e-01,8.603810287232356302e-01
2.653083043705025457e+00,8.604675310492835294e-01,8.954564283855023232e-01,8.650101554778126811e-01
2.574725196535706750e+00,8.708748089901774403e-01,8.883744081038247309e-01,8.688849446746466088e-01
2.516376533413591243e+00,8.805606418414908543e-01,8.840551034086259197e-01,8.721114686517184023e-01
2.474315460329306049e+00,8.895667230254307167e-01,8.820058440205825745e-01,8.747854406223247725e-01
2.445495908653526840e+00,8.979336482004770525e-01,8.818015229922651077e-01,8.769918752590817324e-01
2.427419444544206328e+00,9.057007063733448771e-01,8.830775913254415022e-01,8.788053852587035530e-01
2.418033235002382764e+00,9.129057235575862572e-01,8.855232248146551743e-01,8.802908877642579011e-01
2.415648835770554559e+00,9.195849512451308438e-01,8.888748176161717085e-01,8.815045445076916675e-01
2.418877586520341350e+00,9.257729927299436223e-01,8.929099066769295989e-01,8.824948092965922974e-01
2.426579185619082590e+00,9.315027610831323468e-01,8.974415855929783747e-01,8.833034991663113455e-01
2.437820719414883985e+00,9.368054633070811432e-01,9.023134291600040102e-01,8.839668389587416186e-01
2.451844018943539094e+00,9.417106058798832002e-01,9.073949215500923815e-01,8.845164536545547795e-01
3.059183673469387799e+00,8.326530612244897878e-01,9.445331528115569197e-01,8.499895778882509134e-01
2.895627203644885128e+00,8.449421129429952604e-01,9.260577615448146727e-01,8.561752795639622216e-01
2.767557106250818855e+00,8.564081663707066028e-01,9.121349444063093781e-01,8.614138689887015365e-01
2.668415407793089944e+00,8.670943091658807056e-01,9.020498926587426913e-01,8.658231912143310449e-01
2.592857488344767258e+00,8.770432875596002598e-01,8.951740531271341617e-01,8.695139543770082913e-01
2.536521803265017638e+00,8.862971376266987056e-01,8.909586450974800176e-01,8.725876745095348941e-01
2.495842361493353145e+00,8.948968903708618416e-01,8.889277817924705616e-01,8.751356810358089655e-01
2.467897429790649522e+00,9.028823411875039895e-01,8.886714213136841511e-01,8.772389288979340893e-01
2.450288260507654581e+00,9.102918749419074418e-01,8.898383657726074425e-01,8.789683730573505382e-01
2.441042271396466123e+00,9.171623386437337544e-01,8.921294921576520265e-01,8.803856992843501761e-01
2.438535884486307648e+00,9.235289544701307252e-01,8.952913512398127382e-01,8.815442529272007333e-01
2.441433037871846956e+00,9.294252666571808374e-01,8.991102228980458744e-01,8.824900533259013580e-01
2.448636142127059490e+00,9.348831165213274952e-01,9.034066739864895501e-01,8.832628202961234631e-01
2.459246921098408478e+00,9.399326405737897794e-01,9.080306308919756653e-01,8.838969691564751985e-01
2.472535140694518851e+00,9.446022873425394817e-01,9.128569535343763475e-01,8.844225527090614491e-01
3.059183673469387799e+00,8.408163265306123346e-01,9.496966176842158713e-01,8.515680575921269480e-01
2.902184624615439468e+00,8.525601813009121566e-01,9.318559977008289419e-01,8.574523189941762880e-01
2.779136746378545464e+00,8.635093442032559796e-01,9.184033538398179708e-01,8.624336886463798146e-01
2.683787639380030843e+00,8.737067243249990733e-01,9.086458632428641158e-01,8.666257887211581412e-01
2.611037023336439944e+00,8.831946384230461300e-01,9.019755445052990428e-01,8.701347674326698201e-01
2.556718400644764522e+00,8.920144917518629812e-01,8.978625434848231945e-01,8.730575661108013197e-01
2.517421553162065617e+00,9.002065264393046551e-01,8.958481209618858188e-01,8.754811476020496475e-01
2.490349432312011224e+00,9.078096284059201659e-01,8.955375593815104729e-01,8.774824438161809015e-01
2.473203434232558617e+00,9.148611845484683203e-01,8.965931913658328201e-01,8.791287968216805471e-01
2.464091730350405740e+00,9.213969826740663338e-01,8.987277147869614513e-01,8.804787067952213331e-01
2.461456108853875779e+00,9.274511474430504610e-01,9.016979128290638634e-01,8.815827453546302150e-01
2.464013570315014334e+00,9.330561063313269621e-01,9.052988522940148552e-01,8.824845350099537189e-01
2.470709646733069142e+00,9.382425803395783026e-01,9.093585945287638861e-01,8.832217304692038251e-01
2.480681045625761083e+00,9.430395948461235411e-01,9.137334226661483205e-01,8.838269644043874607e-01
2.493225750491471882e+00,9.474745066161184281e-01,9.183035663093424006e-01,8.843287397817979345e-01
3.059183673469387799e+00,8.489795918367347705e-01,9.548538611038197566e-01,8.531280712234238228e-01
2.908757587324297678e+00,8.601723349131782381e-01,9.376534769093218813e-01,8.587138213545956189e-01
2.790745328854987495e+00,8.705999400314012870e-01,9.246736299517204216e-01,8.634407760448556957e-01
2.699199410284001566e+00,8.803049466564730752e-01,9.152443485460802775e-01,8.674181884334772885e-01
2.629263498436023472e+00,8.893290747426135789e-01,9.087788862425372205e-01,8.707475777561828334e-01
2.576966051011005288e+00,8.977129530109837496e-01,9.047668107150508288e-01,8.735212955737416962e-01
2.539052789177294933e+00,9.054959085084660630e-01,9.027668910483566123e-01,8.758219568794857190e-01
2.512851700767167351e+00,9.127158089354102666e-01,9.023999901925435774e-01,8.777225075008902033e-01
2.496164786857495432e+00,9.194089499875640614e-01,9.033421480211365484e-01,8.792867209633745684e-01
2.487181478018152259e+00,9.256099807302946569e-01,9.053180008680425939e-01,8.805699567811843265e-01
2.484409429444084161e+00,9.313518607839915697e-01,9.080946385357548944e-01,8.816200545447884229e-01
2.486619167797095908e+00,9.366658438288575361e-01,9.114759575937708691e-01,8.824782766629353237e-01
2.492799754260333511e+00,9.415814826223303236e-01,9.152975343376301698e-01,8.831802440468458082e-01
2.502123224132204449e+00,9.461266513554432711e-01,9.194220133156862929e-01,8.837568329243475906e-01
2.513916058885177218e+00,9.503275817516706470e-01,9.237349874958646900e-01,8.842350182140957804e-01
3.059183673469387799e+00,8.571428571428572063e-01,9.600049929843836871e-01,8.546699729381423971e-01
2.915345840007256051e+00,8.677786351804350762e-01,9.434502610895074692e-01,8.599601091562153465e-01
2.802382531538051502e+00,8.776800711509842312e-01,9.309457994739191999e-01,8.644354107692775457e-01
2.714650400393328500e+00,8.868891426600740147e-01,9.218453561143584718e-01,8.682006231795225126e-01
2.647536617391581970e+00,8.954468050060073736e-01,9.155840817434609535e-01,8.713525729407567422e-01
2.597264485227429365e+00,9.033927646069218609e-01,9.116714583161106278e-01,8.739790099525502898e-01
2.560735827506814832e+00,9.107653074860656561e-01,9.096841207016371778e-01,8.761582214907492894e-01
2.535404022724085049e+00,9.176011748472027163e-01,9.092587654414823195e-01,8.779592044558427455e-01
2.519172141522643127e+00,9.239354785438337325e-01,9.100853137989891595e-01,8.794422076803253274e-01
2.510311381525956342e+00,9.298016500123310601e-01,9.119004560875753063e-01,8.806594941150398537e-01
2.507395766677333881e+00,9.352314169786714038e-01,9.144816613822249751e-01,8.816562121023042709e-01
2.509249812853428629e+00,9.402548029467516777e-01,9.176416977516430595e-01,8.824712997979089479e-01
2.514906516708074413e+00,9.449001451242959870e-01,9.212236761414782649e-01,8.831383748527279476e-01
2.523573583380097851e+00,9.491941270353123628e-01,9.250966067172060603e-01,8.836865826015822822e-01
2.534606270398597871e+00,9.531618226042151143e-01,9.291514392502436825e-01,8.841413911681084148e-01
3.059183673469387799e+00,8.653061224489796421e-01,9.651501202831535009e-01,8.561941072797809582e-01
2.921949137054570489e+00,8.753791422874152017e-01,9.492464100159186957e-01,8.611914956832215085e-01
2.814048040489208979e+00,8.847498524537041886e-01,9.372198877468349565e-01,8.654178640035606884e-01
2.730140297573822927e+00,8.934594753167661718e-01,9.284488926297644884e-01,8.689733185129799864e-01
2.665856090802038558e+00,9.015480331725295171e-01,9.223911337958548007e-01,8.719499345520149713e-01
2.617613439737613401e+00,9.090541643290207530e-01,9.185764971725481898e-01,8.744308514899661322e-01
2.582470430577235021e+00,9.160149881153413221e-01,9.165998376721030683e-01,8.764900503369407181e-01
2.558006189269254715e+00,9.224660114333530503e-01,9.161139354951441938e-01,8.781926163839345323e-01
2.542225324047918900e+00,9.284410702408397720e-01,9.168227648872685487e-01,8.795953171149095695e-01
2.533481309843545581e+00,9.339723001024544669e-01,9.184751836484796872e-01,8.807473621995430824e-01
2.530415041906190599e+00,9.390901306539236604e-01,9.208591112702296799e-01,8.816912486122756576e-01
2.531905487921154219e+00,9.438232994855931812e-01,9.237962279706539714e-01,8.824636252509762135e-01
2.537029984815140971e+00,9.481988815577588881e-01,9.271371983165551667e-01,8.830961362932645553e-01
2.545032247588115304e+00,9.522423308099771111e-01,9.307574018413857786e-01,8.836162211023905755e-01
2.555296585632300221e+00,9.559775311197503678e-01,9.345531383277978499e-01,8.840478617417767415e-01
3.059183673469387799e+00,8.734693877551020780e-01,9.702893472697252664e-01,8.577008094507252434e-01
2.928567238587675536e+00,8.829739152382606315e-01,9.550419815838722126e-01,8.624082852512054975e-01
2.825741549208741876e+00,8.918093964985968070e-01,9.434959189395327739e-01,8.663883987587106539e-01
2.745668796648940368e+00,9.000161041955374586e-01,9.350549641169730863e-01,8.697364928936851536e-01
2.684221634857186789e+00,9.076329588131777371e-01,9.292000447816235464e-01,8.725398382475021419e-01
2.638012655034201792e+00,9.146973847234655119e-01,9.254819377582383932e-01,8.748769576698883776e-01
2.604256363413306019e+00,9.212452091720535474e-01,9.235140690758208981e-01,8.768175485830924654e-01
2.580657992746844709e+00,9.273105974264380658e-01,9.229655496962926309e-01,8.784228221074192877e-01
2.565324160198589443e+00,9.329260180793796930e-01,9.235545759481801342e-01,8.797461072120641434e-01
2.556691130503236931e+00,9.381222332182205248e-01,9.250422846624157813e-01,8.808336027675071067e-01
2.553467173518751299e+00,9.429283088413643599e-01,9.272271154202521570e-01,8.817251933877202630e-01
2.554586170764360009e+00,9.473716415204199714e-01,9.299397001891468451e-01,8.824552728824323067e-01
2.559170202754140089e+00,9.514779978673594263e-01,9.330382754203575546e-01,8.830535410198304680e-01
2.566499332354547747e+00,9.552715638701980705e-01,9.364045933303865032e-01,8.835457555058280343e-01
2.575987194393960067e+00,9.587750016096101557e-01,9.399402966979558682e-01,8.839544325793409207e-01
3.059183673469387799e+00,8.816326530612245138e-01,9.754227753869073592e-01,8.591904057403078054e-01
2.935199910589568972e+00,8.905630118904960257e-01,9.608370316263732391e-01,8.636107736456986039e-01
2.837462759051180061e+00,8.988588135807383805e-01,9.497739158791040914e-01,8.673472703102144132e-01
2.761235600173592264e+00,9.065591855560181100e-01,9.416635757497221482e-01,8.704903581144570746e-01
2.702632972549046997e+00,9.137017772451425657e-01,9.360108164513383233e-01,8.731224541901724256e-01
2.658461877380963845e+00,9.203226532567407858e-01,9.323877898735718484e-01,8.753174616188378332e-01
2.626093395946939690e+00,9.264562236534141793e-01,9.304268410972666992e-01,8.771408180534507881e-01
2.603359229735554781e+00,9.321352052101479213e-01,9.298136560374316018e-01,8.786498979670158693e-01
2.588468479418194690e+00,9.373906082658273187e-01,9.302808197677422397e-01,8.798946341334389354e-01
2.579940714184769224e+00,9.422517444546936183e-01,9.316018577784339616e-01,8.809182563203837857e-01
2.576552082474282912e+00,9.467462512298356891e-01,9.335857979813050322e-01,8.817580749385067751e-01
2.577291841055917576e+00,9.509001296599601805e-01,9.360722626720745509e-01,8.824462620780159083e-01
2.581327215844520850e+00,9.547377924930195991e-01,9.389270777641035570e-01,8.830106014603721354e-01
2.587974953569300851e+00,9.582821199371021059e-01,9.420383710526472054e-01,8.834751928600421689e-01
2.596678285852286994e+00,9.615545210128345621e-01,9.453131210864416101e-01,8.838611064435045739e-01
3.059183673469387799e+00,8.897959183673469497e-01,9.805505034923733820e-01,8.606632137749183897e-01
2.941846924523096707e+00,8.981464889877180946e-01,9.666316141499914361e-01,8.647992483604652891e-01
2.849211378541555373e+00,9.058982117973101156e-01,9.560539002454679913e-01,8.682947264085461025e-01
2.776840417527675964e+00,9.130888724470941353e-01,9.482747320328501761e-01,8.712351194678931154e-01
2.721089832556763621e+00,9.197546796609760156e-01,9.428234501099128639e-01,8.736979471594604751e-01
2.678960857461733180e+00,9.259301924725296118e-01,9.392940628505079825e-01,8.757524921564558973e-01
2.647981301377459573e+00,9.316482789593421021e-01,9.373381792234773968e-01,8.774599572214287768e-01
2.626109699057471936e+00,9.369401010212328185e-01,9.366583014300362553e-01,8.788739177532373104e-01
2.611658112420508271e+00,9.418351204310082547e-01,9.370015675641747421e-01,8.800409521329183304e-01
2.603229931825103982e+00,9.463611220165486504e-01,9.381539995328871395e-01,8.810013619517088612e-01
2.599669688868610606e+00,9.505442504072052490e-01,9.399352804235301395e-01,8.817899207473940404e-01
2.600022476341889988e+00,9.544090572948558115e-01,9.421940604467388125e-01,8.824366114831121433e-01
2.603501065867705133e+00,9.579785566216207915e-01,9.448037718911009852e-01,8.829673295182444148e-01
2.609459222042707527e+00,9.612742855146778620e-01,9.476589206214695027e-01,8.834045398531474858e-01
2.617370042457235702e+00,9.643163691471861032e-01,9.506718135285033844e-01,8.837678858666540016e-01
3.059183673469387799e+00,8.979591836734693855e-01,9.856726279126848400e-01,8.621195428325617582e-01
2.948508057204215937e+00,9.057244021910615395e-01,9.724257813666182804e-01,8.659739889105130262e-01
2.860987123231116591e+00,9.129276971111469630e-01,9.623358925887056659e-01,8.692310075777270884e-01
2.792482964825928615e+00,9.196053148017034884e-01,9.548884368030160497e-01,8.719709760185535563e-01
2.739591949252780712e+00,9.257918532526913102e-01,9.496379466046745987e-01,8.742664767902710299e-01
2.699509350502358629e+00,9.315202201423719020e-01,9.462007655332075329e-01,8.761821739998063574e-01
2.669919856418161874e+00,9.368216170664267484e-01,9.442481082232471179e-01,8.777750613820590742e-01
2.648909202155607101e+00,9.417255451432369195e-01,9.434995316876811922e-01,8.790949528525386913e-01
2.634892891706597240e+00,9.462598278400853324e-01,9.437168889789588899e-01,8.801851136829417221e-01
2.626558655287273947e+00,9.504506474405537420e-01,9.446988043510792243e-01,8.810829574596572566e-01
2.622819912769962514e+00,9.543225920920629379e-01,9.462756815518602593e-01,8.818207573737650851e-01
2.622778053060811576e+00,9.578987108354384272e-01,9.483052353288050629e-01,8.824263391012471258e-01
2.625691792285614667e+00,9.612005744280177622e-01,9.506685206147177380e-01,8.829237366676967458e-01
2.630952244936680007e+00,9.642483401315058433e-01,9.532664234442614903e-01,8.833338029067036024e-01
2.638062641593099222e+00,9.670608189494011020e-01,9.560165714289908800e-01,8.836747732422771673e-01
3.059183673469387799e+00,9.061224489795918213e-01,9.907892425282457394e-01,8.635596941297606355e-01
2.955183090635407961e+00,9.132968061094993706e-01,9.782195837600571320e-01,8.671352671154012315e-01
2.872789715463435645e+00,9.199473734118879253e-01,9.686199123770187214e-01,8.701563473820961292e-01
2.808162964686273355e+00,9.261086595279990341e-01,9.615046932615661790e-01,8.726981208412275537e-01
2.758139062508031536e+00,9.318134813310346987e-01,9.564543063492509933e-01,8.748281977754995831e-01
2.720107116122383317e+00,9.370929494103872326e-01,9.531079062998401019e-01,8.766066279283113438e-01
2.691908841191553048e+00,9.419764746949534917e-01,9.511566521732511825e-01,8.780862227816479404e-01
2.671757543026211046e+00,9.464917920924224015e-01,9.503373915616757373e-01,8.793130723463535858e-01
2.658172651529017827e+00,9.506649975939016617e-01,9.504268521257756008e-01,8.803271695484097270e-01
2.649926757354157392e+00,9.545205958089164611e-01,9.512363646119486038e-01,8.811630794011298118e-01
2.646002674242837749e+00,9.580815553558257314e-01,9.526071175877065533e-01,8.818506104925043498e-01
2.645558546600160987e+00,9.613693699395871040e-01,9.544059260213016982e-01,8.824154623214927051e-01
2.647899432333265857e+00,9.644041233059305052e-01,9.565214831342412349e-01,8.828798339726778854e-01
2.652454125897141690e+00,9.672045565722732219e-01,9.588610568542559331e-01,8.832629881880383893e-01
2.658756255754108011e+00,9.697881367052322288e-01,9.613475877085347898e-01,8.835817708322853958e-01
3.059183673469387799e+00,9.142857142857143682e-01,9.959004388550058984e-01,8.649839610961477243e-01
2.961871811845215419e+00,9.208637543290283389e-01,9.840130701499505417e-01,8.682833473701471183e-01
2.884618884149501294e+00,9.269573425748394158e-01,9.749059780426575506e-01,8.710709726810627052e-01
2.823880146007187175e+00,9.325990505970470634e-01,9.681235040059469332e-01,8.734167412481197434e-01
2.776730917504472096e+00,9.378197434401607246e-01,9.632725293463997307e-01,8.753832600588612456e-01
2.740753918191714433e+00,9.426485889323458212e-01,9.600154930834979838e-01,8.770259709405944237e-01
2.713948039127183520e+00,9.471130834693305411e-01,9.580638344831854392e-01,8.783935307409347359e-01
2.694654528151543715e+00,9.512390907962687825e-01,9.571719247754190141e-01,8.795283431050651135e-01
