k,z,c,l
2.681497227854536813e+00,9.550508908222022919e-01,9.571315236377091473e-01,8.804671688567172749e-01
2.673334111718990602e+00,9.585712359539473315e-01,9.577667707104491335e-01,8.812417631429032561e-01
2.669217893366807370e+00,9.618214128357289727e-01,9.589297022477263344e-01,8.818795049306477063e-01
2.668363931345768769e+00,9.648213077311676988e-01,9.604962682100606219e-01,8.824039979441529180e-01
2.670124021102036060e+00,9.675894740892281298e-01,9.623628151465694058e-01,8.828356321042774013e-01
2.673964965174545405e+00,9.701432010995951760e-01,9.644429942374928011e-01,8.831921016214344666e-01
2.679451052705137837e+00,9.724985822698024585e-01,9.666650509444949524e-01,8.834888807733362048e-01
3.059183673469387799e+00,9.224489795918368040e-01,1.001006306122694811e+00,8.663926296374865332e-01
2.968574012734132239e+00,9.284252994407927728e-01,9.898062877528603920e-01,8.694184869044938591e-01
2.896474364552256375e+00,9.339577045176569170e-01,9.811941070256540165e-01,8.719751038725943593e-01
2.839634243754884491e+00,9.390766291272242272e-01,9.747448710594974752e-01,8.741270190056862344e-01
2.795367264556168685e+00,9.438108154679266670e-01,9.700926152096146504e-01,8.759318090187006023e-01
2.761449524693957880e+00,9.481873430093573640e-01,9.669235333920394027e-01,8.774403164038443448e-01
2.736037236864290456e+00,9.522316700722320837e-01,9.649696779197558527e-01,8.786970717722939472e-01
2.717599966435847669e+00,9.559676847649046794e-01,9.640031740573098418e-01,8.797408298773997659e-01
2.704866458328754053e+00,9.594177628691310522e-01,9.638309687125398151e-01,8.806051591643673238e-01
2.696780592976646407e+00,9.626028306544686108e-01,9.642901111174447815e-01,8.813190429102937262e-01
2.692465490255005367e+00,9.655424309391567039e-01,9.652435468194562329e-01,8.819074647022646651e-01
2.691194180729857610e+00,9.682547910095236077e-01,9.665763946553465047e-01,8.823919622052359690e-01
2.692365591620430543e+00,9.707568912640840431e-01,9.681926689534072761e-01,8.827911413573685806e-01
2.695484859740660433e+00,9.730645336666288170e-01,9.700124051546523685e-01,8.831211488988391922e-01
2.700147195637395470e+00,9.751924092787624954e-01,9.719691455061457708e-01,8.833961050829324257e-01
3.059183673469387799e+00,9.306122448979592399e-01,1.006106931349834310e+00,8.677859783876846755e-01
2.975289489926451925e+00,9.359814930681922274e-01,9.955992822407079279e-01,8.705409360311058276e-01
2.908355898079940438e+00,9.409485572549450838e-01,9.874843158155234280e-01,8.728689551260043755e-01
2.855424998759577893e+00,9.455415334654638793e-01,9.813687958997552307e-01,8.748291305416450170e-01
2.814047858938187208e+00,9.497868697520109871e-01,9.769145631836130272e-01,8.764739856432508525e-01
2.782193707595711274e+00,9.537094117164316431e-01,9.738320343269616375e-01,8.778497741960832323e-01
2.758176224158555012e+00,9.573324563927588793e-01,9.718742046296101611e-01,8.789969296912949481e-01
2.740593669143849720e+00,9.606778122558149446e-01,9.708311811723124851e-01,8.799505953754748200e-01
2.728280182241921370e+00,9.637658634713791583e-01,9.705252511562599826e-01,8.807411865203285117e-01
2.720266076614953565e+00,9.666156368243713493e-01,9.708064724372846843e-01,8.813949518334270872e-01
2.715745385071568041e+00,9.692448700397370276e-01,9.715487602340173723e-01,8.819345130416199607e-01
2.714049267276859911e+00,9.716700804504601052e-01,9.726464352799215618e-01,8.823793707997105162e-01
2.714624174931374867e+00,9.739066331724600678e-01,9.740111935642707941e-01,8.827463716664173399e-01
2.717013903400512298e+00,9.759688081209417776e-01,9.755694554580907063e-01,8.830501354900278654e-01
2.720844843317760997e+00,9.778698653507127414e-01,9.772600516845033614e-01,8.833034456651963628e-01
3.059183673469387799e+00,9.387755102040816757e-01,1.011202399415680686e+00,8.691642789503492006e-01
2.982018044627790410e+00,9.435323858930203533e-01,1.001392097796699687e+00,8.716509383832579116e-01
2.920263232087831007e+00,9.479299969508696577e-01,9.937766199910417209e-01,8.737527346045931287e-01
2.871252157520385317e+00,9.519938992654970455e-01,9.879952794853543718e-01,8.755232471426859231e-01
2.832772460722927654e+00,9.557480751820490728e-01,9.837383721637749101e-01,8.770099266978058639e-01
2.802986242721540844e+00,9.592149910261507095e-01,9.807410026013604343e-01,8.782544508417381435e-01
2.780364793792797329e+00,9.624156596688977494e-01,9.787774361612736618e-01,8.792931857229294712e-01
2.763635449841704173e+00,9.653697064321398180e-01,9.776559869522568613e-01,8.801577003557411460e-01
2.751738240495945398e+00,9.680954369293348627e-01,9.772144334248994424e-01,8.808752955263144946e-01
2.743790439006099646e+00,9.706099056936995373e-01,9.773159394631650843e-01,8.814695219912576096e-01
2.739057498048087513e+00,9.729289846656024032e-01,9.778454491360302203e-01,8.819606724347147653e-01
2.736929162647172564e+00,9.750674307991383793e-01,9.787065172537221525e-01,8.823662389036193154e-01
2.736899800166251229e+00,9.770389522073429367e-01,9.798185347955014057e-01,8.827013326205067623e-01
2.738552186899778196e+00,9.788562724000680060e-01,9.811143074043116030e-01,8.829790666522514542e-01
2.741544150232169130e+00,9.805311922813233494e-01,9.825379458170517832e-01,8.832109043163361983e-01
3.059183673469387799e+00,9.469387755102041115e-01,1.016292793129250693e+00,8.705277961304008771e-01
2.988759482488038355e+00,9.510780276806753974e-01,1.007184777168869116e+00,8.727487311425399241e-01
2.932196119687968228e+00,9.549021179698690132e-01,1.000071034258196212e+00,8.746266446786606918e-01
2.887115472018430662e+00,9.584338595632239111e-01,9.946243222815976948e-01,8.762095351433646373e-01
2.851540834623473408e+00,9.616945972979686896e-01,9.905640407145864801e-01,8.775397648842414577e-01
2.823826909634296722e+00,9.647042729276793516e-01,9.876504445570191137e-01,8.786544496408789096e-01
2.802602741491379224e+00,9.674814926245473012e-01,9.856793934861324269e-01,8.795859186028073262e-01
2.786725124340225790e+00,9.700435955148725142e-01,9.844776313249217203e-01,8.803622036960587760e-01
2.775240475572501087e+00,9.724067222715708780e-01,9.838985766647406761e-01,8.810075293941665997e-01
2.767353557398093411e+00,9.745858829826207215e-01,9.838185952303878379e-01,8.815427844534583501e-01
2.762401749499131753e+00,9.765950236801942408e-01,9.841337179508731214e-01,8.819859646492977934e-01
2.759833837678917767e+00,9.784470910552738321e-01,9.847567650752969692e-01,8.823525811951160591e-01
2.759192494615802627e+00,9.801540950001378372e-01,9.856148353654735628e-01,8.826560334776211159e-01
2.760099798027772611e+00,9.817271687191578833e-01,9.866471197620841904e-01,8.829079474393998206e-01
2.762245266723227566e+00,9.831766262295640324e-01,9.878030004076124859e-01,8.831184827298228512e-01
3.059183673469387799e+00,9.551020408163265474e-01,1.021378193295571446e+00,8.718767881562384803e-01
2.995513613469472869e+00,9.586184673044854110e-01,1.012977361721352221e+00,8.738345452570802641e-01
2.944154319566469891e+00,9.618650129255525982e-01,1.006367572486408513e+00,8.754908821293834187e-01
2.903014699537734611e+00,9.648615448493450542e-01,1.001255924284768284e+00,8.768881561066441677e-01
2.870352749843622764e+00,9.676265983846987773e-01,9.973915670871426054e-01,8.780636289932940430e-01
2.844715491520536155e+00,9.701774455413286757e-01,9.945603661806800000e-01,8.790498707924713218e-01
2.824889865838140501e+00,9.725301636013623519e-01,9.925800970185186811e-01,8.798752046735993648e-01
2.809862510640318334e+00,9.746997029292383541e-01,9.912961533419697435e-01,8.805641624691162850e-01
2.798786731502217684e+00,9.766999534129812144e-01,9.905777407509942512e-01,8.811379300004992254e-01
2.790955309906322235e+00,9.785438090686218171e-01,9.903145210676047583e-01,8.816147693203081337e-01
2.785778059836899079e+00,9.802432304559676179e-01,9.904136689494006385e-01,8.820104107634352264e-01
2.782763262427849327e+00,9.818093046510075750e-01,9.907973006501640256e-01,8.823384118744849181e-01
2.781502283798107378e+00,9.832523026005993705e-01,9.914002349861751329e-01,8.826104831782338733e-01
2.781656821716339323e+00,9.845817337511091338e-01,9.921680479164182165e-01,8.828367827107075350e-01
2.782948339122450765e+00,9.858063978964279883e-01,9.930553842415880128e-01,8.830261825012972743e-01
3.059183673469387799e+00,9.632653061224489832e-01,1.026458678779290867e+00,8.732115068929093837e-01
3.002280251719797288e+00,9.661537527691845817e-01,1.018769891483512158e+00,8.749086056507466846e-01
2.956137595808093099e+00,9.688187727278635419e-01,1.012666247743122305e+00,8.763456383440088038e-01
2.918949602493501772e+00,9.712770831393739979e-01,1.007890085045261230e+00,8.775592669965101011e-01
2.889207979934238502e+00,9.735442375634144607e-01,1.004220949235771654e+00,8.785816440499768509e-01
2.865651775080736652e+00,9.756346932288747498e-01,1.001470773119542912e+00,8.794408115119631830e-01
2.847225968197653057e+00,9.775618766856551956e-01,9.994795666349427510e-01,8.801611179769822657e-01
2.833047428880449026e+00,9.793382474455264441e-01,9.981115912057835216e-01,8.807636320123956031e-01
2.822376853834846600e+00,9.809753593068676336e-01,9.972519843250143845e-01,8.812665379387586428e-01
2.814595575505147274e+00,9.824839191472470867e-01,9.968037966461469335e-01,8.816855057606819424e-01
2.809186349585011122e+00,9.838738430413344060e-01,9.966854023102437177e-01,8.820340311927175048e-01
2.805717406205458619e+00,9.851543096218023932e-01,9.968282433662242203e-01,8.823237446832007391e-01
2.803829191523715902e+00,9.863338106496566393e-01,9.971748704513301309e-01,8.825646903582371472e-01
2.803223340134762598e+00,9.874201987995396834e-01,9.976772439685820393e-01,8.827655771390297001e-01
2.803653509877271688e+00,9.884207326965130935e-01,9.982952624967916799e-01,8.829340051332206230e-01
3.059183673469387799e+00,9.714285714285714191e-01,1.031534326565771487e+00,8.745321980467234413e-01
3.009059215449903402e+00,9.736839312335785479e-01,1.024562405197014581e+00,8.759711314237756952e-01
2.968145717727686428e+00,9.757634866285824771e-01,1.018967072326830481e+00,8.771910995028094904e-01
2.934919948267451062e+00,9.776806000411484288e-01,1.014526803689581369e+00,8.782230203430710924e-01
2.908106302655615760e+00,9.794476708794739306e-01,1.011052184833813650e+00,8.790939314524993664e-01
2.886635550424095253e+00,9.810761966998244876e-01,1.008381670696026688e+00,8.798273661435120907e-01
2.869610852639655985e+00,9.825768318305793114e-01,1.006377821692509666e+00,8.804437303413371607e-01
2.856279701286108086e+00,9.839594433146299224e-01,1.004923982295257145e+00,8.809606659948754359e-01
2.846010689610406263e+00,9.852331640912531663e-01,1.003921364830114848e+00,8.813933925688416382e-01
2.838274234019591002e+00,9.864064433866840398e-01,1.003286500027524397e+00,8.817550220482532897e-01
2.832626539391530418e+00,9.874870943211614405e-01,1.002949016179800923e+00,8.820568457161799270e-01
2.828696237615383691e+00,9.884823387706915820e-01,1.002849710166369590e+00,8.823085929220816359e-01
2.826173239958099437e+00,9.893988495454714149e-01,1.002938875721219869e+00,8.825186633612486231e-01
2.824799432780904507e+00,9.902427899649467458e-01,1.003174856832351969e+00,8.826943352187099912e-01
2.824360917673122806e+00,9.910198509228062003e-01,1.003522796850072618e+00,8.828419520392833952e-01
3.059183673469387799e+00,9.795918367346938549e-01,1.036605211819791261e+00,8.758391013617200516e-01
3.015850326816108762e+00,9.812090490324324454e-01,1.030354940360953542e+00,8.770223360452396033e-01
2.980178459708207939e+00,9.826992422652437442e-01,1.025270057798629120e+00,8.780274467582005471e-01
2.950925509049837636e+00,9.840722188199469977e-01,1.021166078941286415e+00,8.788795644005237273e-01
2.927047499845559564e+00,9.853370513871927416e-01,1.017885271288616611e+00,8.796006091050241338e-01
2.907666610967666543e+00,9.865021331138109639e-01,1.015293063921840488e+00,8.802096262671353921e-01
2.892044325866498955e+00,9.875752249738093402e-01,1.013274881046571263e+00,8.807231114654235915e-01
2.879559152121130339e+00,9.885635003985356883e-01,1.011733363190593149e+00,8.811553164806469329e-01
2.869688087331246695e+00,9.894735872296912538e-01,1.010585938546050944e+00,8.815185320644031153e-01
2.861991166117090035e+00,9.903116070764780288e-01,1.009762707709177310e+00,8.818233455960048373e-01
2.856098550041226147e+00,9.910832121711262710e-01,1.009204606730023546e+00,8.820788735010096637e-01
2.851699724588220519e+00,9.917936198261955161e-01,1.008861815618408153e+00,8.822929694685881508e-01
2.848534449681575431e+00,9.924476446030502386e-01,1.008692382004353627e+00,8.824724102503337386e-01
2.846385176568786868e+00,9.930497283043734358e-01,1.008661032326662710e+00,8.826230612730667779e-01
2.845070697550818206e+00,9.936039679049919471e-01,1.008738145579925582e+00,8.827500245485900843e-01
3.059183673469387799e+00,9.877551020408164018e-01,1.041671407941957783e+00,8.771324508083734317e-01
3.022653411806707879e+00,9.887291516976159933e-01,1.036147533275128430e+00,8.780624275377474364e-01
2.992235601045023508e+00,9.896261257035328107e-01,1.031575215012370261e+00,8.788548564064068147e-01
2.966966061687854594e+00,9.904520604613196166e-01,1.027807909140916687e+00,8.795290432983444706e-01
2.946031357292884678e+00,9.912125292315964176e-01,1.024720205755778268e+00,8.801017915445819018e-01
2.928744753339619589e+00,9.919126761792890212e-01,1.022204957511395396e+00,8.805876808010527634e-01
2.914526197143438857e+00,9.925572481509189471e-01,1.020170763067639319e+00,8.809993289982490650e-01
2.902885607640799837e+00,9.931506242959912134e-01,1.018539769697149433e+00,8.813476339896105793e-01
2.893408896934976049e+00,9.936968436468198718e-01,1.017245760622231598e+00,8.816419934579821094e-01
2.885746253299320330e+00,9.941996307706494340e-01,1.016232494668558806e+00,8.818905029891405123e-01
2.879602302467128450e+00,9.946624196062124890e-01,1.015452268214093623e+00,8.821001331261002498e-01
2.874727834414792405e+00,9.950883755941976050e-01,1.014864671982431243e+00,8.822768867933105108e-01
2.870912839746773138e+00,9.954804162077092178e-01,1.014435517836132616e+00,8.824259388191719733e-01
2.867980645912728832e+00,9.958412299848902194e-01,1.014135913264820221e+00,8.825517594615158723e-01
2.865782981019432629e+00,9.961732941615942805e-01,1.013941463665273934e+00,8.826582239096277815e-01
3.059183673469387799e+00,9.959183673469387266e-01,1.046732986622951778e+00,8.784124747649043607e-01
3.029468300132623693e+00,9.962442839785334847e-01,1.041940219081552321e+00,8.790916086547493347e-01
3.004316925796163051e+00,9.965442214782280761e-01,1.037882554143485958e+00,8.796735000520439218e-01
2.983041387540079636e+00,9.968202437317251752e-01,1.034452292264974149e+00,8.801715971860437637e-01
2.965057664616058908e+00,9.970742517272805916e-01,1.031556985152684902e+00,8.805975900624428698e-01
2.949869777286389994e+00,9.973079962486952610e-01,1.029117355894595409e+00,8.809616160994706568e-01
2.937056278231636064e+00,9.975230896046483053e-01,1.027065485657606247e+00,8.812724486153324932e-01
2.926258896046628255e+00,9.977210164635674783e-01,1.025343236868380137e+00,8.815376675554081887e-01
2.917172969768220714e+00,9.979031438588986669e-01,1.023900885109714221e+00,8.817638126840603441e-01
2.909539377894082346e+00,9.980707304254650136e-01,1.022695934405622342e+00,8.819565200164841690e-01
2.903137717761398395e+00,9.982249349236155256e-01,1.021692093020087455e+00,8.821206426045226090e-01
2.897780533777952972e+00,9.983668241040604130e-01,1.020858389275731248e+00,8.822603569756924946e-01
2.893308427733784605e+00,9.984973799626797319e-01,1.020168409154635247e+00,8.823792566027003348e-01
2.889585912808220414e+00,9.986175064311787475e-01,1.019599639540434532e+00,8.824804337863529913e-01
2.886497896164890165e+00,9.987280355462377912e-01,1.019132902880588665e+00,8.825665512940353841e-01
3.059183673469387799e+00,1.004081632653061273e+00,1.051790017895690932e+00,8.796793961915411186e-01
3.036294825121978569e+00,1.003754489861873989e+00,1.047733031804282344e+00,8.801100770507963578e-01
